
Begin Step 0, Time: 0.01, Redshift: 99, Nf = 0268435456, Systemstep: 0, Dloga: 0

Begin Step 1, Time: 0.0101815, Redshift: 97.2172, Nf = 0000007583, Systemstep: 0.000181517, Dloga: 0.0179889

Begin Step 2, Time: 0.0103663, Redshift: 95.4662, Nf = 0202028961, Systemstep: 0.000184812, Dloga: 0.0179889

Begin Step 3, Time: 0.0105545, Redshift: 93.7464, Nf = 0000007866, Systemstep: 0.000188167, Dloga: 0.0179889

Begin Step 4, Time: 0.0107461, Redshift: 92.0572, Nf = 0268435456, Systemstep: 0.000191582, Dloga: 0.0179889

Begin Step 5, Time: 0.0109411, Redshift: 90.3982, Nf = 0000071173, Systemstep: 0.00019506, Dloga: 0.0179889

Begin Step 6, Time: 0.0111397, Redshift: 88.7687, Nf = 0212523533, Systemstep: 0.0001986, Dloga: 0.0179889

Begin Step 7, Time: 0.0113419, Redshift: 87.1683, Nf = 0000072041, Systemstep: 0.000202205, Dloga: 0.0179889

Begin Step 8, Time: 0.0115478, Redshift: 85.5964, Nf = 0268435456, Systemstep: 0.000205876, Dloga: 0.0179889

Begin Step 9, Time: 0.0117574, Redshift: 84.0526, Nf = 0000306209, Systemstep: 0.000209613, Dloga: 0.0179889

Begin Step 10, Time: 0.0119709, Redshift: 82.5363, Nf = 0221591924, Systemstep: 0.000213418, Dloga: 0.0179889

Begin Step 11, Time: 0.0121881, Redshift: 81.047, Nf = 0000309195, Systemstep: 0.000217292, Dloga: 0.0179889

Begin Step 12, Time: 0.0124094, Redshift: 79.5842, Nf = 0268435456, Systemstep: 0.000221236, Dloga: 0.0179889

Begin Step 13, Time: 0.0126346, Redshift: 78.1476, Nf = 0001009367, Systemstep: 0.000225252, Dloga: 0.0179889

Begin Step 14, Time: 0.012864, Redshift: 76.7365, Nf = 0229438277, Systemstep: 0.00022934, Dloga: 0.0179889

Begin Step 15, Time: 0.0130975, Redshift: 75.3506, Nf = 0001016308, Systemstep: 0.000233503, Dloga: 0.0179889

Begin Step 16, Time: 0.0133352, Redshift: 73.9894, Nf = 0268435456, Systemstep: 0.000237742, Dloga: 0.0179889

Begin Step 17, Time: 0.0135773, Redshift: 72.6525, Nf = 0002610529, Systemstep: 0.000242057, Dloga: 0.0179889

Begin Step 18, Time: 0.0138237, Redshift: 71.3394, Nf = 0236086713, Systemstep: 0.000246451, Dloga: 0.0179889

Begin Step 19, Time: 0.0140746, Redshift: 70.0497, Nf = 0002624413, Systemstep: 0.000250924, Dloga: 0.0179889

Begin Step 20, Time: 0.0143301, Redshift: 68.7831, Nf = 0268435456, Systemstep: 0.000255479, Dloga: 0.0179889

Begin Step 21, Time: 0.0145902, Redshift: 67.539, Nf = 0005701324, Systemstep: 0.000260116, Dloga: 0.0179889

Begin Step 22, Time: 0.0148551, Redshift: 66.317, Nf = 0241711913, Systemstep: 0.000264838, Dloga: 0.0179889

Begin Step 23, Time: 0.0151247, Redshift: 65.1169, Nf = 0005723114, Systemstep: 0.000269645, Dloga: 0.0179889

Begin Step 24, Time: 0.0153993, Redshift: 63.9382, Nf = 0268435456, Systemstep: 0.00027454, Dloga: 0.0179889

Begin Step 25, Time: 0.0156788, Redshift: 62.7804, Nf = 0010649417, Systemstep: 0.000279523, Dloga: 0.0179889

Begin Step 26, Time: 0.0159634, Redshift: 61.6434, Nf = 0246391025, Systemstep: 0.000284597, Dloga: 0.0179889

Begin Step 27, Time: 0.0162531, Redshift: 60.5265, Nf = 0010682346, Systemstep: 0.000289763, Dloga: 0.0179889

Begin Step 28, Time: 0.0165482, Redshift: 59.4296, Nf = 0268435456, Systemstep: 0.000295023, Dloga: 0.0179889

Begin Step 29, Time: 0.0168485, Redshift: 58.3523, Nf = 0017711107, Systemstep: 0.000300378, Dloga: 0.0179889

Begin Step 30, Time: 0.0171544, Redshift: 57.2942, Nf = 0250317820, Systemstep: 0.00030583, Dloga: 0.0179889

Begin Step 31, Time: 0.0174658, Redshift: 56.2549, Nf = 0017755219, Systemstep: 0.000311382, Dloga: 0.0179889

Begin Step 32, Time: 0.0177828, Redshift: 55.2341, Nf = 0268435456, Systemstep: 0.000317034, Dloga: 0.0179889

Begin Step 33, Time: 0.0181056, Redshift: 54.2316, Nf = 0027000195, Systemstep: 0.000322788, Dloga: 0.0179889

Begin Step 34, Time: 0.0184342, Redshift: 53.2469, Nf = 0253551949, Systemstep: 0.000328647, Dloga: 0.0179889

Begin Step 35, Time: 0.0187688, Redshift: 52.2798, Nf = 0027058673, Systemstep: 0.000334613, Dloga: 0.0179889

Begin Step 36, Time: 0.0191095, Redshift: 51.3299, Nf = 0268435456, Systemstep: 0.000340687, Dloga: 0.0179889

Begin Step 37, Time: 0.0194564, Redshift: 50.397, Nf = 0038617346, Systemstep: 0.000346871, Dloga: 0.0179889

Begin Step 38, Time: 0.0198096, Redshift: 49.4807, Nf = 0256247298, Systemstep: 0.000353167, Dloga: 0.0179889

Begin Step 39, Time: 0.0201691, Redshift: 48.5807, Nf = 0038689164, Systemstep: 0.000359578, Dloga: 0.0179889

Begin Step 40, Time: 0.0205353, Redshift: 47.6968, Nf = 0268435456, Systemstep: 0.000366105, Dloga: 0.0179889

Begin Step 41, Time: 0.020908, Redshift: 46.8286, Nf = 0052565549, Systemstep: 0.00037275, Dloga: 0.0179889

Begin Step 42, Time: 0.0212875, Redshift: 45.9759, Nf = 0258472546, Systemstep: 0.000379516, Dloga: 0.0179889

Begin Step 43, Time: 0.0216739, Redshift: 45.1384, Nf = 0052649718, Systemstep: 0.000386405, Dloga: 0.0179889

Begin Step 44, Time: 0.0220673, Redshift: 44.3158, Nf = 0268435456, Systemstep: 0.000393419, Dloga: 0.0179889

Begin Step 45, Time: 0.0224679, Redshift: 43.5079, Nf = 0068326088, Systemstep: 0.00040056, Dloga: 0.0179889

Begin Step 46, Time: 0.0228757, Redshift: 42.7144, Nf = 0260297856, Systemstep: 0.000407831, Dloga: 0.0179889

Begin Step 47, Time: 0.023291, Redshift: 41.9351, Nf = 0068416737, Systemstep: 0.000415234, Dloga: 0.0179889

Begin Step 48, Time: 0.0237137, Redshift: 41.1697, Nf = 0268435456, Systemstep: 0.000422771, Dloga: 0.0179889

Begin Step 49, Time: 0.0241442, Redshift: 40.4178, Nf = 0085234573, Systemstep: 0.000430445, Dloga: 0.0179889

Begin Step 50, Time: 0.0245824, Redshift: 39.6794, Nf = 0261797183, Systemstep: 0.000438258, Dloga: 0.0179889

Begin Step 51, Time: 0.0250287, Redshift: 38.9542, Nf = 0085329599, Systemstep: 0.000446214, Dloga: 0.0179889

Begin Step 52, Time: 0.025483, Redshift: 38.2419, Nf = 0268435456, Systemstep: 0.000454313, Dloga: 0.0179889

Begin Step 53, Time: 0.0259455, Redshift: 37.5423, Nf = 0102726586, Systemstep: 0.00046256, Dloga: 0.0179889

Begin Step 54, Time: 0.0264165, Redshift: 36.8552, Nf = 0263032184, Systemstep: 0.000470956, Dloga: 0.0179889

Begin Step 55, Time: 0.026896, Redshift: 36.1803, Nf = 0102824807, Systemstep: 0.000479505, Dloga: 0.0179889

Begin Step 56, Time: 0.0273842, Redshift: 35.5174, Nf = 0268435456, Systemstep: 0.000488208, Dloga: 0.0179889

Begin Step 57, Time: 0.0278813, Redshift: 34.8664, Nf = 0120254429, Systemstep: 0.00049707, Dloga: 0.0179889

Begin Step 58, Time: 0.0283874, Redshift: 34.2269, Nf = 0264037565, Systemstep: 0.000506093, Dloga: 0.0179889

Begin Step 59, Time: 0.0289026, Redshift: 33.5989, Nf = 0120351456, Systemstep: 0.000515279, Dloga: 0.0179889

Begin Step 60, Time: 0.0294273, Redshift: 32.9821, Nf = 0268435456, Systemstep: 0.000524633, Dloga: 0.0179889

Begin Step 61, Time: 0.0299614, Redshift: 32.3762, Nf = 0137367139, Systemstep: 0.000534156, Dloga: 0.0179889

Begin Step 62, Time: 0.0305053, Redshift: 31.7812, Nf = 0264858419, Systemstep: 0.000543851, Dloga: 0.0179889

Begin Step 63, Time: 0.031059, Redshift: 31.1968, Nf = 0137461060, Systemstep: 0.000553723, Dloga: 0.0179889

Begin Step 64, Time: 0.0316228, Redshift: 30.6228, Nf = 0268435456, Systemstep: 0.000563774, Dloga: 0.0179889

Begin Step 65, Time: 0.0321968, Redshift: 30.059, Nf = 0153647358, Systemstep: 0.000574008, Dloga: 0.0179889

Begin Step 66, Time: 0.0327812, Redshift: 29.5053, Nf = 0265532483, Systemstep: 0.000584427, Dloga: 0.0179889

Begin Step 67, Time: 0.0333762, Redshift: 28.9614, Nf = 0153737921, Systemstep: 0.000595035, Dloga: 0.0179889

Begin Step 68, Time: 0.0339821, Redshift: 28.4273, Nf = 0268435456, Systemstep: 0.000605836, Dloga: 0.0179889

Begin Step 69, Time: 0.0345989, Redshift: 27.9026, Nf = 0168845594, Systemstep: 0.000616833, Dloga: 0.0179889

Begin Step 70, Time: 0.0352269, Redshift: 27.3874, Nf = 0266077892, Systemstep: 0.00062803, Dloga: 0.0179889

Begin Step 71, Time: 0.0358664, Redshift: 26.8813, Nf = 0168929804, Systemstep: 0.00063943, Dloga: 0.0179889

Begin Step 72, Time: 0.0365174, Redshift: 26.3842, Nf = 0268435456, Systemstep: 0.000651036, Dloga: 0.0179889

Begin Step 73, Time: 0.0368473, Redshift: 26.139, Nf = 0000000006, Systemstep: 0.000329936, Dloga: 0.00899447

Begin Step 74, Time: 0.0371803, Redshift: 25.896, Nf = 0182777735, Systemstep: 0.000332917, Dloga: 0.00899447

Begin Step 75, Time: 0.0375162, Redshift: 25.6552, Nf = 0000000008, Systemstep: 0.000335925, Dloga: 0.00899447

Begin Step 76, Time: 0.0378552, Redshift: 25.4165, Nf = 0266516644, Systemstep: 0.00033896, Dloga: 0.00899447

Begin Step 77, Time: 0.0381972, Redshift: 25.1799, Nf = 0000000013, Systemstep: 0.000342023, Dloga: 0.00899447

Begin Step 78, Time: 0.0385423, Redshift: 24.9455, Nf = 0182855469, Systemstep: 0.000345113, Dloga: 0.00899447

Begin Step 79, Time: 0.0388905, Redshift: 24.7132, Nf = 0000000013, Systemstep: 0.000348231, Dloga: 0.00899447

Begin Step 80, Time: 0.0392419, Redshift: 24.483, Nf = 0268435456, Systemstep: 0.000351378, Dloga: 0.00899447

Begin Step 81, Time: 0.0395964, Redshift: 24.2548, Nf = 0000001531, Systemstep: 0.000354552, Dloga: 0.00899447

Begin Step 82, Time: 0.0399542, Redshift: 24.0287, Nf = 0195307772, Systemstep: 0.000357756, Dloga: 0.00899447

Begin Step 83, Time: 0.0403152, Redshift: 23.8045, Nf = 0000001584, Systemstep: 0.000360988, Dloga: 0.00899447

Begin Step 84, Time: 0.0406794, Redshift: 23.5824, Nf = 0266880885, Systemstep: 0.00036425, Dloga: 0.00899447

Begin Step 85, Time: 0.041047, Redshift: 23.3623, Nf = 0000001645, Systemstep: 0.000367541, Dloga: 0.00899447

Begin Step 86, Time: 0.0414178, Redshift: 23.1442, Nf = 0195378363, Systemstep: 0.000370861, Dloga: 0.00899447

Begin Step 87, Time: 0.0417921, Redshift: 22.928, Nf = 0000001711, Systemstep: 0.000374212, Dloga: 0.00899447

Begin Step 88, Time: 0.0421697, Redshift: 22.7137, Nf = 0268435456, Systemstep: 0.000377593, Dloga: 0.00899447

Begin Step 89, Time: 0.0425507, Redshift: 22.5014, Nf = 0000025095, Systemstep: 0.000381005, Dloga: 0.00899447

Begin Step 90, Time: 0.0429351, Redshift: 22.291, Nf = 0206441239, Systemstep: 0.000384447, Dloga: 0.00899447

Begin Step 91, Time: 0.043323, Redshift: 22.0824, Nf = 0000025395, Systemstep: 0.000387921, Dloga: 0.00899447

Begin Step 92, Time: 0.0437144, Redshift: 21.8757, Nf = 0267171427, Systemstep: 0.000391425, Dloga: 0.00899447

Begin Step 93, Time: 0.0441094, Redshift: 21.6709, Nf = 0000025698, Systemstep: 0.000394962, Dloga: 0.00899447

Begin Step 94, Time: 0.0445079, Redshift: 21.4679, Nf = 0206505215, Systemstep: 0.00039853, Dloga: 0.00899447

Begin Step 95, Time: 0.0449101, Redshift: 21.2667, Nf = 0000026024, Systemstep: 0.000402131, Dloga: 0.00899447

Begin Step 96, Time: 0.0453158, Redshift: 21.0673, Nf = 0268435456, Systemstep: 0.000405765, Dloga: 0.00899447

Begin Step 97, Time: 0.0457253, Redshift: 20.8697, Nf = 0000134927, Systemstep: 0.000409431, Dloga: 0.00899447

Begin Step 98, Time: 0.0461384, Redshift: 20.6739, Nf = 0216227703, Systemstep: 0.00041313, Dloga: 0.00899447

Begin Step 99, Time: 0.0465553, Redshift: 20.4799, Nf = 0000136063, Systemstep: 0.000416862, Dloga: 0.00899447

Begin Step 100, Time: 0.0469759, Redshift: 20.2875, Nf = 0267409179, Systemstep: 0.000420629, Dloga: 0.00899447

Begin Step 101, Time: 0.0474003, Redshift: 20.0969, Nf = 0000137311, Systemstep: 0.000424429, Dloga: 0.00899447

Begin Step 102, Time: 0.0478286, Redshift: 19.908, Nf = 0216284054, Systemstep: 0.000428264, Dloga: 0.00899447

Begin Step 103, Time: 0.0482607, Redshift: 19.7208, Nf = 0000138370, Systemstep: 0.000432133, Dloga: 0.00899447

Begin Step 104, Time: 0.0486968, Redshift: 19.5353, Nf = 0268435456, Systemstep: 0.000436038, Dloga: 0.00899447

Begin Step 105, Time: 0.0491367, Redshift: 19.3514, Nf = 0000492826, Systemstep: 0.000439977, Dloga: 0.00899447

Begin Step 106, Time: 0.0495807, Redshift: 19.1691, Nf = 0224719098, Systemstep: 0.000443953, Dloga: 0.00899447

Begin Step 107, Time: 0.0500286, Redshift: 18.9885, Nf = 0000495659, Systemstep: 0.000447964, Dloga: 0.00899447

Begin Step 108, Time: 0.0504807, Redshift: 18.8096, Nf = 0267602375, Systemstep: 0.000452011, Dloga: 0.00899447

Begin Step 109, Time: 0.0509368, Redshift: 18.6322, Nf = 0000498716, Systemstep: 0.000456095, Dloga: 0.00899447

Begin Step 110, Time: 0.051397, Redshift: 18.4564, Nf = 0224768386, Systemstep: 0.000460216, Dloga: 0.00899447

Begin Step 111, Time: 0.0518613, Redshift: 18.2822, Nf = 0000501768, Systemstep: 0.000464374, Dloga: 0.00899447

Begin Step 112, Time: 0.0523299, Redshift: 18.1095, Nf = 0268435456, Systemstep: 0.00046857, Dloga: 0.00899447

Begin Step 113, Time: 0.0528027, Redshift: 17.9384, Nf = 0001453512, Systemstep: 0.000472803, Dloga: 0.00899447

Begin Step 114, Time: 0.0532798, Redshift: 17.7688, Nf = 0232002988, Systemstep: 0.000477075, Dloga: 0.00899447

Begin Step 115, Time: 0.0537612, Redshift: 17.6008, Nf = 0001459653, Systemstep: 0.000481385, Dloga: 0.00899447

Begin Step 116, Time: 0.0542469, Redshift: 17.4342, Nf = 0267759973, Systemstep: 0.000485735, Dloga: 0.00899447

Begin Step 117, Time: 0.054737, Redshift: 17.2692, Nf = 0001466476, Systemstep: 0.000490123, Dloga: 0.00899447

Begin Step 118, Time: 0.0552316, Redshift: 17.1056, Nf = 0232045480, Systemstep: 0.000494552, Dloga: 0.00899447

Begin Step 119, Time: 0.0554805, Redshift: 17.0243, Nf = 0000000002, Systemstep: 0.000248949, Dloga: 0.00449724

Begin Step 120, Time: 0.0557306, Redshift: 16.9435, Nf = 0001473285, Systemstep: 0.000250071, Dloga: 0.00449724

Begin Step 121, Time: 0.0559818, Redshift: 16.8629, Nf = 0000000002, Systemstep: 0.000251198, Dloga: 0.00449724

Begin Step 122, Time: 0.0562341, Redshift: 16.7828, Nf = 0268435456, Systemstep: 0.00025233, Dloga: 0.00449724

Begin Step 123, Time: 0.0564876, Redshift: 16.703, Nf = 0000000006, Systemstep: 0.000253468, Dloga: 0.00449724

Begin Step 124, Time: 0.0567422, Redshift: 16.6236, Nf = 0003484303, Systemstep: 0.00025461, Dloga: 0.00449724

Begin Step 125, Time: 0.056998, Redshift: 16.5445, Nf = 0000000008, Systemstep: 0.000255758, Dloga: 0.00449724

