
Begin Step 0, Time: 0.02, Redshift: 49, Nf = 0134217728, Systemstep: 0, Dloga: 0

Begin Step 1244, Time: 0.197273, Redshift: 4.06911, Nf = 0000000074, Systemstep: 9.41838e-05, Dloga: 0.000477542

Begin Step 1245, Time: 0.197368, Redshift: 4.06669, Nf = 0000341259, Systemstep: 9.42288e-05, Dloga: 0.000477542

Begin Step 1246, Time: 0.197462, Redshift: 4.06427, Nf = 0000000079, Systemstep: 9.42738e-05, Dloga: 0.000477542

Begin Step 1247, Time: 0.197556, Redshift: 4.06185, Nf = 0006286469, Systemstep: 9.43188e-05, Dloga: 0.000477542

Begin Step 1248, Time: 0.197651, Redshift: 4.05943, Nf = 0000000075, Systemstep: 9.43639e-05, Dloga: 0.000477542

Begin Step 1249, Time: 0.197745, Redshift: 4.05702, Nf = 0000345939, Systemstep: 9.4409e-05, Dloga: 0.000477542

Begin Step 1250, Time: 0.197839, Redshift: 4.0546, Nf = 0000000084, Systemstep: 9.44541e-05, Dloga: 0.000477542

Begin Step 1251, Time: 0.197934, Redshift: 4.05219, Nf = 0134217728, Systemstep: 9.44992e-05, Dloga: 0.000477542

Begin Step 1252, Time: 0.198028, Redshift: 4.04978, Nf = 0000000088, Systemstep: 9.45443e-05, Dloga: 0.000477542

Begin Step 1253, Time: 0.198123, Redshift: 4.04737, Nf = 0000352798, Systemstep: 9.45895e-05, Dloga: 0.000477542

Begin Step 1254, Time: 0.198218, Redshift: 4.04496, Nf = 0000000091, Systemstep: 9.46346e-05, Dloga: 0.000477542

Begin Step 1255, Time: 0.198312, Redshift: 4.04255, Nf = 0006390133, Systemstep: 9.46799e-05, Dloga: 0.000477542

Begin Step 1256, Time: 0.198407, Redshift: 4.04014, Nf = 0000000086, Systemstep: 9.47251e-05, Dloga: 0.000477542

Begin Step 1257, Time: 0.198502, Redshift: 4.03774, Nf = 0000359483, Systemstep: 9.47703e-05, Dloga: 0.000477542

Begin Step 1258, Time: 0.198597, Redshift: 4.03533, Nf = 0000000085, Systemstep: 9.48156e-05, Dloga: 0.000477542

Begin Step 1259, Time: 0.198692, Redshift: 4.03293, Nf = 0027993669, Systemstep: 9.48609e-05, Dloga: 0.000477542

Begin Step 1260, Time: 0.198786, Redshift: 4.03052, Nf = 0000000094, Systemstep: 9.49062e-05, Dloga: 0.000477542

Begin Step 1261, Time: 0.198881, Redshift: 4.02812, Nf = 0000365905, Systemstep: 9.49515e-05, Dloga: 0.000477542

Begin Step 1262, Time: 0.198976, Redshift: 4.02572, Nf = 0000000083, Systemstep: 9.49969e-05, Dloga: 0.000477542

Begin Step 1263, Time: 0.199071, Redshift: 4.02332, Nf = 0006488521, Systemstep: 9.50423e-05, Dloga: 0.000477542

Begin Step 1264, Time: 0.199167, Redshift: 4.02092, Nf = 0000000076, Systemstep: 9.50877e-05, Dloga: 0.000477542

Begin Step 1265, Time: 0.199262, Redshift: 4.01853, Nf = 0000372348, Systemstep: 9.51331e-05, Dloga: 0.000477542

Begin Step 1266, Time: 0.199357, Redshift: 4.01613, Nf = 0000000068, Systemstep: 9.51785e-05, Dloga: 0.000477542

Begin Step 1267, Time: 0.199452, Redshift: 4.01374, Nf = 0115164033, Systemstep: 9.5224e-05, Dloga: 0.000477542

Begin Step 1268, Time: 0.199547, Redshift: 4.01134, Nf = 0000000045, Systemstep: 9.52695e-05, Dloga: 0.000477542

Begin Step 1269, Time: 0.199643, Redshift: 4.00895, Nf = 0000378679, Systemstep: 9.5315e-05, Dloga: 0.000477542

Begin Step 1270, Time: 0.199738, Redshift: 4.00656, Nf = 0000000021, Systemstep: 9.53605e-05, Dloga: 0.000477542

Begin Step 1271, Time: 0.199833, Redshift: 4.00417, Nf = 0006586470, Systemstep: 9.5406e-05, Dloga: 0.000477542

Begin Step 1272, Time: 0.199929, Redshift: 4.00178, Nf = 0000000017, Systemstep: 9.54516e-05, Dloga: 0.000477542

Begin Step 1273, Time: 0.200024, Redshift: 3.99939, Nf = 0000385194, Systemstep: 9.54972e-05, Dloga: 0.000477542

Begin Step 1274, Time: 0.20012, Redshift: 3.997, Nf = 0000000014, Systemstep: 9.55428e-05, Dloga: 0.000477542

Begin Step 1275, Time: 0.200215, Redshift: 3.99462, Nf = 0028400179, Systemstep: 9.55885e-05, Dloga: 0.000477542

Begin Step 1276, Time: 0.200311, Redshift: 3.99223, Nf = 0000000008, Systemstep: 9.56341e-05, Dloga: 0.000477542

Begin Step 1277, Time: 0.200407, Redshift: 3.98985, Nf = 0000390304, Systemstep: 9.56798e-05, Dloga: 0.000477542

Begin Step 1278, Time: 0.200503, Redshift: 3.98747, Nf = 0000000002, Systemstep: 9.57255e-05, Dloga: 0.000477542

Begin Step 1279, Time: 0.200598, Redshift: 3.98509, Nf = 0006684861, Systemstep: 9.57712e-05, Dloga: 0.000477542

Begin Step 1280, Time: 0.200694, Redshift: 3.98271, Nf = 0000000014, Systemstep: 9.5817e-05, Dloga: 0.000477542

Begin Step 1281, Time: 0.20079, Redshift: 3.98033, Nf = 0000395626, Systemstep: 9.58627e-05, Dloga: 0.000477542

Begin Step 1282, Time: 0.200886, Redshift: 3.97795, Nf = 0000000010, Systemstep: 9.59085e-05, Dloga: 0.000477542

Begin Step 1283, Time: 0.200982, Redshift: 3.97557, Nf = 0134217728, Systemstep: 9.59543e-05, Dloga: 0.000477542

Begin Step 1284, Time: 0.201078, Redshift: 3.9732, Nf = 0000000006, Systemstep: 9.60002e-05, Dloga: 0.000477542

Begin Step 1285, Time: 0.201174, Redshift: 3.97082, Nf = 0000403362, Systemstep: 9.6046e-05, Dloga: 0.000477542

Begin Step 1286, Time: 0.20127, Redshift: 3.96845, Nf = 0000000002, Systemstep: 9.60919e-05, Dloga: 0.000477542

Begin Step 1287, Time: 0.201366, Redshift: 3.96608, Nf = 0006794758, Systemstep: 9.61378e-05, Dloga: 0.000477542

Begin Step 1288, Time: 0.201462, Redshift: 3.96371, Nf = 0000000012, Systemstep: 9.61837e-05, Dloga: 0.000477542

Begin Step 1289, Time: 0.201559, Redshift: 3.96134, Nf = 0000410190, Systemstep: 9.62297e-05, Dloga: 0.000477542

Begin Step 1290, Time: 0.201655, Redshift: 3.95897, Nf = 0000000023, Systemstep: 9.62756e-05, Dloga: 0.000477542

Begin Step 1291, Time: 0.201751, Redshift: 3.9566, Nf = 0029037271, Systemstep: 9.63216e-05, Dloga: 0.000477542

Begin Step 1292, Time: 0.201848, Redshift: 3.95424, Nf = 0000000045, Systemstep: 9.63676e-05, Dloga: 0.000477542

Begin Step 1293, Time: 0.201944, Redshift: 3.95187, Nf = 0000416959, Systemstep: 9.64137e-05, Dloga: 0.000477542

Begin Step 1294, Time: 0.20204, Redshift: 3.94951, Nf = 0000000083, Systemstep: 9.64597e-05, Dloga: 0.000477542

Begin Step 1295, Time: 0.202137, Redshift: 3.94714, Nf = 0006896970, Systemstep: 9.65058e-05, Dloga: 0.000477542

Begin Step 1296, Time: 0.202233, Redshift: 3.94478, Nf = 0000000137, Systemstep: 9.65519e-05, Dloga: 0.000477542

Begin Step 1297, Time: 0.20233, Redshift: 3.94242, Nf = 0000423714, Systemstep: 9.6598e-05, Dloga: 0.000477542

Begin Step 1298, Time: 0.202427, Redshift: 3.94006, Nf = 0000000163, Systemstep: 9.66441e-05, Dloga: 0.000477542

Begin Step 1299, Time: 0.202523, Redshift: 3.9377, Nf = 0115942539, Systemstep: 9.66903e-05, Dloga: 0.000477542

Begin Step 1300, Time: 0.20262, Redshift: 3.93534, Nf = 0000000186, Systemstep: 9.67365e-05, Dloga: 0.000477542

Begin Step 1301, Time: 0.202717, Redshift: 3.93299, Nf = 0000429771, Systemstep: 9.67827e-05, Dloga: 0.000477542

Begin Step 1302, Time: 0.202814, Redshift: 3.93063, Nf = 0000000178, Systemstep: 9.68289e-05, Dloga: 0.000477542

Begin Step 1303, Time: 0.202911, Redshift: 3.92828, Nf = 0006998792, Systemstep: 9.68752e-05, Dloga: 0.000477542

Begin Step 1304, Time: 0.203008, Redshift: 3.92593, Nf = 0000000148, Systemstep: 9.69214e-05, Dloga: 0.000477542

Begin Step 1305, Time: 0.203104, Redshift: 3.92357, Nf = 0000436332, Systemstep: 9.69677e-05, Dloga: 0.000477542

Begin Step 1306, Time: 0.203201, Redshift: 3.92122, Nf = 0000000098, Systemstep: 9.70141e-05, Dloga: 0.000477542

Begin Step 1307, Time: 0.203299, Redshift: 3.91887, Nf = 0029440194, Systemstep: 9.70604e-05, Dloga: 0.000477542

Begin Step 1308, Time: 0.203396, Redshift: 3.91653, Nf = 0000000055, Systemstep: 9.71068e-05, Dloga: 0.000477542

Begin Step 1309, Time: 0.203493, Redshift: 3.91418, Nf = 0000443169, Systemstep: 9.71531e-05, Dloga: 0.000477542

Begin Step 1310, Time: 0.20359, Redshift: 3.91183, Nf = 0000000042, Systemstep: 9.71995e-05, Dloga: 0.000477542

Begin Step 1311, Time: 0.203687, Redshift: 3.90949, Nf = 0007100745, Systemstep: 9.7246e-05, Dloga: 0.000477542

Begin Step 1312, Time: 0.203785, Redshift: 3.90714, Nf = 0000000032, Systemstep: 9.72924e-05, Dloga: 0.000477542

Begin Step 1313, Time: 0.203882, Redshift: 3.9048, Nf = 0000450414, Systemstep: 9.73389e-05, Dloga: 0.000477542

Begin Step 1314, Time: 0.203979, Redshift: 3.90246, Nf = 0000000026, Systemstep: 9.73854e-05, Dloga: 0.000477542

Begin Step 1315, Time: 0.204077, Redshift: 3.90012, Nf = 0134217728, Systemstep: 9.74319e-05, Dloga: 0.000477542

Begin Step 1316, Time: 0.204174, Redshift: 3.89778, Nf = 0000000014, Systemstep: 9.74784e-05, Dloga: 0.000477542

Begin Step 1317, Time: 0.204272, Redshift: 3.89544, Nf = 0000458775, Systemstep: 9.7525e-05, Dloga: 0.000477542

Begin Step 1318, Time: 0.204369, Redshift: 3.8931, Nf = 0000000010, Systemstep: 9.75716e-05, Dloga: 0.000477542

Begin Step 1319, Time: 0.204467, Redshift: 3.89077, Nf = 0007215020, Systemstep: 9.76182e-05, Dloga: 0.000477542

Begin Step 1320, Time: 0.204565, Redshift: 3.88843, Nf = 0000000004, Systemstep: 9.76648e-05, Dloga: 0.000477542

Begin Step 1321, Time: 0.204662, Redshift: 3.8861, Nf = 0000466515, Systemstep: 9.77115e-05, Dloga: 0.000477542

Begin Step 1322, Time: 0.20476, Redshift: 3.88377, Nf = 0000000017, Systemstep: 9.77581e-05, Dloga: 0.000477542

Begin Step 1323, Time: 0.204858, Redshift: 3.88143, Nf = 0030091612, Systemstep: 9.78048e-05, Dloga: 0.000477542

Begin Step 1324, Time: 0.204956, Redshift: 3.8791, Nf = 0000000043, Systemstep: 9.78516e-05, Dloga: 0.000477542

Begin Step 1325, Time: 0.205054, Redshift: 3.87677, Nf = 0000473753, Systemstep: 9.78983e-05, Dloga: 0.000477542

Begin Step 1326, Time: 0.205152, Redshift: 3.87445, Nf = 0000000053, Systemstep: 9.79451e-05, Dloga: 0.000477542

Begin Step 1327, Time: 0.20525, Redshift: 3.87212, Nf = 0007320366, Systemstep: 9.79918e-05, Dloga: 0.000477542

Begin Step 1328, Time: 0.205348, Redshift: 3.86979, Nf = 0000000056, Systemstep: 9.80386e-05, Dloga: 0.000477542

Begin Step 1329, Time: 0.205446, Redshift: 3.86747, Nf = 0000481344, Systemstep: 9.80855e-05, Dloga: 0.000477542

Begin Step 1330, Time: 0.205544, Redshift: 3.86514, Nf = 0000000071, Systemstep: 9.81323e-05, Dloga: 0.000477542

Begin Step 1331, Time: 0.205642, Redshift: 3.86282, Nf = 0116689981, Systemstep: 9.81792e-05, Dloga: 0.000477542

Begin Step 1332, Time: 0.20574, Redshift: 3.8605, Nf = 0000000091, Systemstep: 9.82261e-05, Dloga: 0.000477542

Begin Step 1333, Time: 0.205838, Redshift: 3.85818, Nf = 0000488192, Systemstep: 9.8273e-05, Dloga: 0.000477542

Begin Step 1334, Time: 0.205937, Redshift: 3.85586, Nf = 0000000110, Systemstep: 9.832e-05, Dloga: 0.000477542

Begin Step 1335, Time: 0.206035, Redshift: 3.85354, Nf = 0007424903, Systemstep: 9.83669e-05, Dloga: 0.000477542

Begin Step 1336, Time: 0.206134, Redshift: 3.85122, Nf = 0000000105, Systemstep: 9.84139e-05, Dloga: 0.000477542

Begin Step 1337, Time: 0.206232, Redshift: 3.84891, Nf = 0000495168, Systemstep: 9.84609e-05, Dloga: 0.000477542

Begin Step 1338, Time: 0.206331, Redshift: 3.84659, Nf = 0000000102, Systemstep: 9.85079e-05, Dloga: 0.000477542

Begin Step 1339, Time: 0.206429, Redshift: 3.84428, Nf = 0030500226, Systemstep: 9.8555e-05, Dloga: 0.000477542

Begin Step 1340, Time: 0.206528, Redshift: 3.84197, Nf = 0000000114, Systemstep: 9.86021e-05, Dloga: 0.000477542

Begin Step 1341, Time: 0.206626, Redshift: 3.83965, Nf = 0000501672, Systemstep: 9.86492e-05, Dloga: 0.000477542

Begin Step 1342, Time: 0.206725, Redshift: 3.83734, Nf = 0000000110, Systemstep: 9.86963e-05, Dloga: 0.000477542

Begin Step 1343, Time: 0.206824, Redshift: 3.83503, Nf = 0007528406, Systemstep: 9.87434e-05, Dloga: 0.000477542

Begin Step 1344, Time: 0.206923, Redshift: 3.83273, Nf = 0000000085, Systemstep: 9.87906e-05, Dloga: 0.000477542

Begin Step 1345, Time: 0.207021, Redshift: 3.83042, Nf = 0000508325, Systemstep: 9.88378e-05, Dloga: 0.000477542

Begin Step 1346, Time: 0.20712, Redshift: 3.82811, Nf = 0000000064, Systemstep: 9.8885e-05, Dloga: 0.000477542

Begin Step 1347, Time: 0.207219, Redshift: 3.82581, Nf = 0134217728, Systemstep: 9.89322e-05, Dloga: 0.000477542

Begin Step 1348, Time: 0.207318, Redshift: 3.8235, Nf = 0000000068, Systemstep: 9.89795e-05, Dloga: 0.000477542

Begin Step 1349, Time: 0.207417, Redshift: 3.8212, Nf = 0000516781, Systemstep: 9.90268e-05, Dloga: 0.000477542

Begin Step 1350, Time: 0.207516, Redshift: 3.8189, Nf = 0000000057, Systemstep: 9.90741e-05, Dloga: 0.000477542

Begin Step 1351, Time: 0.207615, Redshift: 3.8166, Nf = 0007647382, Systemstep: 9.91214e-05, Dloga: 0.000477542

Begin Step 1352, Time: 0.207715, Redshift: 3.8143, Nf = 0000000045, Systemstep: 9.91687e-05, Dloga: 0.000477542

Begin Step 1353, Time: 0.207814, Redshift: 3.812, Nf = 0000525193, Systemstep: 9.92161e-05, Dloga: 0.000477542

Begin Step 1354, Time: 0.207913, Redshift: 3.8097, Nf = 0000000041, Systemstep: 9.92635e-05, Dloga: 0.000477542

Begin Step 1355, Time: 0.208012, Redshift: 3.80741, Nf = 0031163679, Systemstep: 9.93109e-05, Dloga: 0.000477542

Begin Step 1356, Time: 0.208112, Redshift: 3.80511, Nf = 0000000048, Systemstep: 9.93583e-05, Dloga: 0.000477542

Begin Step 1357, Time: 0.208211, Redshift: 3.80282, Nf = 0000532681, Systemstep: 9.94058e-05, Dloga: 0.000477542

Begin Step 1358, Time: 0.208311, Redshift: 3.80052, Nf = 0000000053, Systemstep: 9.94533e-05, Dloga: 0.000477542

Begin Step 1359, Time: 0.20841, Redshift: 3.79823, Nf = 0007759024, Systemstep: 9.95008e-05, Dloga: 0.000477542

Begin Step 1360, Time: 0.20851, Redshift: 3.79594, Nf = 0000000072, Systemstep: 9.95483e-05, Dloga: 0.000477542

Begin Step 1361, Time: 0.208609, Redshift: 3.79365, Nf = 0000540597, Systemstep: 9.95959e-05, Dloga: 0.000477542

Begin Step 1362, Time: 0.208709, Redshift: 3.79136, Nf = 0000000081, Systemstep: 9.96434e-05, Dloga: 0.000477542

Begin Step 1363, Time: 0.208809, Redshift: 3.78908, Nf = 0117408881, Systemstep: 9.9691e-05, Dloga: 0.000477542

Begin Step 1364, Time: 0.208908, Redshift: 3.78679, Nf = 0000000116, Systemstep: 9.97387e-05, Dloga: 0.000477542

Begin Step 1365, Time: 0.209008, Redshift: 3.7845, Nf = 0000547741, Systemstep: 9.97863e-05, Dloga: 0.000477542

Begin Step 1366, Time: 0.209108, Redshift: 3.78222, Nf = 0000000127, Systemstep: 9.9834e-05, Dloga: 0.000477542

Begin Step 1367, Time: 0.209208, Redshift: 3.77994, Nf = 0007867941, Systemstep: 9.98816e-05, Dloga: 0.000477542

Begin Step 1368, Time: 0.209308, Redshift: 3.77765, Nf = 0000000138, Systemstep: 9.99294e-05, Dloga: 0.000477542

Begin Step 1369, Time: 0.209408, Redshift: 3.77537, Nf = 0000554923, Systemstep: 9.99771e-05, Dloga: 0.000477542

Begin Step 1370, Time: 0.209508, Redshift: 3.77309, Nf = 0000000169, Systemstep: 0.000100025, Dloga: 0.000477542

Begin Step 1371, Time: 0.209608, Redshift: 3.77081, Nf = 0031573329, Systemstep: 0.000100073, Dloga: 0.000477542

Begin Step 1372, Time: 0.209708, Redshift: 3.76854, Nf = 0000000237, Systemstep: 0.00010012, Dloga: 0.000477542

Begin Step 1373, Time: 0.209808, Redshift: 3.76626, Nf = 0000561863, Systemstep: 0.000100168, Dloga: 0.000477542

Begin Step 1374, Time: 0.209908, Redshift: 3.76398, Nf = 0000000333, Systemstep: 0.000100216, Dloga: 0.000477542

Begin Step 1375, Time: 0.210009, Redshift: 3.76171, Nf = 0007975358, Systemstep: 0.000100264, Dloga: 0.000477542

Begin Step 1376, Time: 0.210109, Redshift: 3.75944, Nf = 0000000433, Systemstep: 0.000100312, Dloga: 0.000477542

Begin Step 1377, Time: 0.210209, Redshift: 3.75716, Nf = 0000569163, Systemstep: 0.00010036, Dloga: 0.000477542

Begin Step 1378, Time: 0.21031, Redshift: 3.75489, Nf = 0000000551, Systemstep: 0.000100408, Dloga: 0.000477542

Begin Step 1379, Time: 0.21041, Redshift: 3.75262, Nf = 0134217728, Systemstep: 0.000100456, Dloga: 0.000477542

Begin Step 1380, Time: 0.210511, Redshift: 3.75035, Nf = 0000000668, Systemstep: 0.000100504, Dloga: 0.000477542

Begin Step 1381, Time: 0.210611, Redshift: 3.74809, Nf = 0000578932, Systemstep: 0.000100552, Dloga: 0.000477542

Begin Step 1382, Time: 0.210712, Redshift: 3.74582, Nf = 0000000724, Systemstep: 0.0001006, Dloga: 0.000477542

Begin Step 1383, Time: 0.210812, Redshift: 3.74355, Nf = 0008099091, Systemstep: 0.000100648, Dloga: 0.000477542

Begin Step 1384, Time: 0.210913, Redshift: 3.74129, Nf = 0000000747, Systemstep: 0.000100696, Dloga: 0.000477542

Begin Step 1385, Time: 0.211014, Redshift: 3.73902, Nf = 0000588150, Systemstep: 0.000100744, Dloga: 0.000477542

Begin Step 1386, Time: 0.211115, Redshift: 3.73676, Nf = 0000000755, Systemstep: 0.000100792, Dloga: 0.000477542

Begin Step 1387, Time: 0.211216, Redshift: 3.7345, Nf = 0032254373, Systemstep: 0.00010084, Dloga: 0.000477542

Begin Step 1388, Time: 0.211316, Redshift: 3.73224, Nf = 0000000785, Systemstep: 0.000100888, Dloga: 0.000477542

Begin Step 1389, Time: 0.211417, Redshift: 3.72998, Nf = 0000596366, Systemstep: 0.000100937, Dloga: 0.000477542

Begin Step 1390, Time: 0.211518, Redshift: 3.72772, Nf = 0000000756, Systemstep: 0.000100985, Dloga: 0.000477542

Begin Step 1391, Time: 0.211619, Redshift: 3.72547, Nf = 0008209802, Systemstep: 0.000101033, Dloga: 0.000477542

Begin Step 1392, Time: 0.21172, Redshift: 3.72321, Nf = 0000000730, Systemstep: 0.000101081, Dloga: 0.000477542

Begin Step 1393, Time: 0.211822, Redshift: 3.72095, Nf = 0000604656, Systemstep: 0.00010113, Dloga: 0.000477542

Begin Step 1394, Time: 0.211923, Redshift: 3.7187, Nf = 0000000717, Systemstep: 0.000101178, Dloga: 0.000477542

Begin Step 1395, Time: 0.212024, Redshift: 3.71645, Nf = 0118098709, Systemstep: 0.000101226, Dloga: 0.000477542

Begin Step 1396, Time: 0.212125, Redshift: 3.7142, Nf = 0000000723, Systemstep: 0.000101274, Dloga: 0.000477542

Begin Step 1397, Time: 0.212227, Redshift: 3.71195, Nf = 0000613176, Systemstep: 0.000101323, Dloga: 0.000477542

Begin Step 1398, Time: 0.212328, Redshift: 3.7097, Nf = 0000000667, Systemstep: 0.000101371, Dloga: 0.000477542

Begin Step 1399, Time: 0.212429, Redshift: 3.70745, Nf = 0008322071, Systemstep: 0.00010142, Dloga: 0.000477542

Begin Step 1400, Time: 0.212531, Redshift: 3.7052, Nf = 0000000579, Systemstep: 0.000101468, Dloga: 0.000477542

Begin Step 1401, Time: 0.212632, Redshift: 3.70295, Nf = 0000620880, Systemstep: 0.000101517, Dloga: 0.000477542

Begin Step 1402, Time: 0.212734, Redshift: 3.70071, Nf = 0000000487, Systemstep: 0.000101565, Dloga: 0.000477542

Begin Step 1403, Time: 0.212836, Redshift: 3.69846, Nf = 0032661844, Systemstep: 0.000101614, Dloga: 0.000477542

Begin Step 1404, Time: 0.212937, Redshift: 3.69622, Nf = 0000000449, Systemstep: 0.000101662, Dloga: 0.000477542

Begin Step 1405, Time: 0.213039, Redshift: 3.69398, Nf = 0000628130, Systemstep: 0.000101711, Dloga: 0.000477542

Begin Step 1406, Time: 0.213141, Redshift: 3.69174, Nf = 0000000389, Systemstep: 0.000101759, Dloga: 0.000477542

Begin Step 1407, Time: 0.213242, Redshift: 3.6895, Nf = 0008431619, Systemstep: 0.000101808, Dloga: 0.000477542

Begin Step 1408, Time: 0.213344, Redshift: 3.68726, Nf = 0000000328, Systemstep: 0.000101857, Dloga: 0.000477542

Begin Step 1409, Time: 0.213446, Redshift: 3.68502, Nf = 0000636271, Systemstep: 0.000101905, Dloga: 0.000477542

Begin Step 1410, Time: 0.213548, Redshift: 3.68278, Nf = 0000000285, Systemstep: 0.000101954, Dloga: 0.000477542

Begin Step 1411, Time: 0.21365, Redshift: 3.68055, Nf = 0134217728, Systemstep: 0.000102003, Dloga: 0.000477542

Begin Step 1412, Time: 0.213752, Redshift: 3.67831, Nf = 0000000350, Systemstep: 0.000102051, Dloga: 0.000477542

Begin Step 1413, Time: 0.213854, Redshift: 3.67608, Nf = 0000646646, Systemstep: 0.0001021, Dloga: 0.000477542

Begin Step 1414, Time: 0.213956, Redshift: 3.67385, Nf = 0000000372, Systemstep: 0.000102149, Dloga: 0.000477542

Begin Step 1415, Time: 0.214059, Redshift: 3.67162, Nf = 0008557471, Systemstep: 0.000102198, Dloga: 0.000477542

Begin Step 1416, Time: 0.214161, Redshift: 3.66939, Nf = 0000000356, Systemstep: 0.000102246, Dloga: 0.000477542

Begin Step 1417, Time: 0.214263, Redshift: 3.66716, Nf = 0000655821, Systemstep: 0.000102295, Dloga: 0.000477542

Begin Step 1418, Time: 0.214366, Redshift: 3.66493, Nf = 0000000335, Systemstep: 0.000102344, Dloga: 0.000477542

Begin Step 1419, Time: 0.214468, Redshift: 3.6627, Nf = 0033356639, Systemstep: 0.000102393, Dloga: 0.000477542

Begin Step 1420, Time: 0.21457, Redshift: 3.66048, Nf = 0000000339, Systemstep: 0.000102442, Dloga: 0.000477542

Begin Step 1421, Time: 0.214673, Redshift: 3.65825, Nf = 0000664726, Systemstep: 0.000102491, Dloga: 0.000477542

Begin Step 1422, Time: 0.214775, Redshift: 3.65603, Nf = 0000000319, Systemstep: 0.00010254, Dloga: 0.000477542

Begin Step 1423, Time: 0.214878, Redshift: 3.6538, Nf = 0008673472, Systemstep: 0.000102589, Dloga: 0.000477542

Begin Step 1424, Time: 0.214981, Redshift: 3.65158, Nf = 0000000287, Systemstep: 0.000102638, Dloga: 0.000477542

Begin Step 1425, Time: 0.215083, Redshift: 3.64936, Nf = 0000674063, Systemstep: 0.000102687, Dloga: 0.000477542

Begin Step 1426, Time: 0.215186, Redshift: 3.64714, Nf = 0000000226, Systemstep: 0.000102736, Dloga: 0.000477542

Begin Step 1427, Time: 0.215289, Redshift: 3.64492, Nf = 0118760777, Systemstep: 0.000102785, Dloga: 0.000477542

Begin Step 1428, Time: 0.215392, Redshift: 3.6427, Nf = 0000000207, Systemstep: 0.000102834, Dloga: 0.000477542

Begin Step 1429, Time: 0.215495, Redshift: 3.64049, Nf = 0000683317, Systemstep: 0.000102883, Dloga: 0.000477542

Begin Step 1430, Time: 0.215598, Redshift: 3.63827, Nf = 0000000177, Systemstep: 0.000102932, Dloga: 0.000477542

Begin Step 1431, Time: 0.2157, Redshift: 3.63606, Nf = 0008789875, Systemstep: 0.000102981, Dloga: 0.000477542

Begin Step 1432, Time: 0.215804, Redshift: 3.63384, Nf = 0000000158, Systemstep: 0.000103031, Dloga: 0.000477542

Begin Step 1433, Time: 0.215907, Redshift: 3.63163, Nf = 0000692397, Systemstep: 0.00010308, Dloga: 0.000477542

Begin Step 1434, Time: 0.21601, Redshift: 3.62942, Nf = 0000000140, Systemstep: 0.000103129, Dloga: 0.000477542

Begin Step 1435, Time: 0.216113, Redshift: 3.62721, Nf = 0033765315, Systemstep: 0.000103178, Dloga: 0.000477542

Begin Step 1436, Time: 0.216216, Redshift: 3.625, Nf = 0000000183, Systemstep: 0.000103228, Dloga: 0.000477542

Begin Step 1437, Time: 0.216319, Redshift: 3.62279, Nf = 0000701509, Systemstep: 0.000103277, Dloga: 0.000477542

Begin Step 1438, Time: 0.216423, Redshift: 3.62059, Nf = 0000000170, Systemstep: 0.000103326, Dloga: 0.000477542

Begin Step 1439, Time: 0.216526, Redshift: 3.61838, Nf = 0008904016, Systemstep: 0.000103376, Dloga: 0.000477542

Begin Step 1440, Time: 0.21663, Redshift: 3.61618, Nf = 0000000223, Systemstep: 0.000103425, Dloga: 0.000477542

Begin Step 1441, Time: 0.216733, Redshift: 3.61397, Nf = 0000709802, Systemstep: 0.000103474, Dloga: 0.000477542

Begin Step 1442, Time: 0.216837, Redshift: 3.61177, Nf = 0000000270, Systemstep: 0.000103524, Dloga: 0.000477542

Begin Step 1443, Time: 0.21694, Redshift: 3.60957, Nf = 0134217728, Systemstep: 0.000103573, Dloga: 0.000477542

Begin Step 1444, Time: 0.217044, Redshift: 3.60737, Nf = 0000000389, Systemstep: 0.000103623, Dloga: 0.000477542

Begin Step 1445, Time: 0.217147, Redshift: 3.60517, Nf = 0000721687, Systemstep: 0.000103672, Dloga: 0.000477542

Begin Step 1446, Time: 0.217251, Redshift: 3.60297, Nf = 0000000466, Systemstep: 0.000103722, Dloga: 0.000477542

Begin Step 1447, Time: 0.217355, Redshift: 3.60077, Nf = 0009036408, Systemstep: 0.000103771, Dloga: 0.000477542

Begin Step 1448, Time: 0.217459, Redshift: 3.59857, Nf = 0000000566, Systemstep: 0.000103821, Dloga: 0.000477542

Begin Step 1449, Time: 0.217563, Redshift: 3.59638, Nf = 0000732767, Systemstep: 0.00010387, Dloga: 0.000477542

Begin Step 1450, Time: 0.217667, Redshift: 3.59418, Nf = 0000000636, Systemstep: 0.00010392, Dloga: 0.000477542

Begin Step 1451, Time: 0.21777, Redshift: 3.59199, Nf = 0034476871, Systemstep: 0.00010397, Dloga: 0.000477542

Begin Step 1452, Time: 0.217874, Redshift: 3.5898, Nf = 0000000951, Systemstep: 0.000104019, Dloga: 0.000477542

Begin Step 1453, Time: 0.217979, Redshift: 3.58761, Nf = 0000741718, Systemstep: 0.000104069, Dloga: 0.000477542

